x_inicial,persistencia,dia_sem,z,policia,e,y_0,y_1,tiempo_espera_min,factor,categoria,efecto
2.6557264872826636,0.6809987493325025,2,-5.534286019392312,0,0.005918357681494874,2.2251739759647,2.2251739759647,2.2251739759647,2.212043494241783,Fluido,0
5.429777954517156,0.5791449651587754,2,-3.778772393895089,0,-0.044436369143434046,3.8283573842613072,3.8283573842613072,3.8283573842613072,4.002312019226767,Típico,0
12.790059847127083,0.22054399200715125,1,-0.004500232801404991,0,-0.17662433652105614,5.138168786031578,5.138168786031578,5.138168786031578,6.130774484020359,Típico,0
3.612569289000611,0.853146372595802,1,-2.85596698504137,0,0.03900694597068359,3.8466468728272294,3.8466468728272294,3.8466468728272294,3.6994896611412678,Fluido,0
0.09166014586125358,0.4058591714128852,2,-10.849748140009893,0,-0.1121665445832538,0.049055491234617166,0.049055491234617166,0.049055491234617166,0.05487833675986426,Fluido,0
10.193596416664246,0.5427594881039113,1,0.6211912977033585,0,0.4088751636872635,10.82595260267626,10.82595260267626,10.82595260267626,7.192732250532426,Típico,0
2.141601442807794,0.5721112920437008,1,-7.137285636755198,0,0.32037059360665904,2.1564385274341378,2.1564385274341378,2.1564385274341378,1.565315556763964,Fluido,0
4.392812247178019,0.8894008526112884,3,-1.713179226709098,1,0.05472494190471055,4.962827257966349,2.7236573470965424,2.7236573470965424,4.6985344837475,Típico,-2.239169910869806
0.6102322414517403,0.6525506097823381,2,-7.864261660724878,0,-0.4139946326884516,0.32470130800574104,0.32470130800574104,0.32470130800574104,0.49122405136557085,Fluido,0
3.489532145438035,0.969215836841613,1,-1.818309486145834,0,0.005299638260234259,4.129376032954215,4.129376032954215,4.129376032954215,4.107549720603845,Típico,0
1.9395175552926958,0.16143495682626963,3,-11.446132876444608,0,0.16922357371636276,1.0257097184369939,1.0257097184369939,1.0257097184369939,0.8660273469113119,Fluido,0
11.540413135032537,0.7607316251378506,1,4.147729386411044,1,-0.11706603601535803,9.409002792849028,5.16377021675674,5.16377021675674,10.577541329073249,Complicado,-4.245232576092288
12.081156996379974,0.49890840821899474,3,2.0702410785699215,1,-0.057381441638115406,7.63662394875182,4.191068083549311,4.191068083549311,8.087640689772886,Típico,-3.4455558652025093
8.692880468022944,0.30438223318196833,1,-3.263297200157373,0,0.21647071980683263,5.72151570256803,5.72151570256803,5.72151570256803,4.607857661336186,Típico,0
0.8955511404201388,0.22353742248378694,1,-11.869074634741992,0,0.06740093914011218,0.4608557900549988,0.4608557900549988,0.4608557900549988,0.4308173571949187,Fluido,0
